archetype,account_age_days,followers,following,posts_per_day,profile_completeness,follow_burst_rate,posting_variance,engagement_rate,is_fake
active_human,294,550,603,0.69,0.74,0.31,0.38,0.0445,0
spambot,23,47,3366,46.66,0.32,0.72,0.76,0.0009,1
active_human,671,70,106,1.98,0.91,0.01,0.38,0.1009,0
active_human,911,300,293,0.82,0.87,0.07,0.35,0.0901,0
active_human,305,496,537,0.56,0.73,0.07,0.25,0.1061,0
active_human,338,124,156,0.22,0.78,0.11,0.17,0.0699,0
spambot,16,39,3269,43.56,0.4,0.81,0.76,0.0002,1
spambot,2,25,7448,57.97,0.21,0.98,0.82,0.0027,1
lurker_human,277,108,82,0.14,0.63,0.11,0.28,0.0565,0
spambot,13,75,6419,26.14,0.19,0.71,0.77,0.0009,1
active_human,1003,189,274,0.33,0.94,0.09,0.14,0.0462,0
follow_bot,56,122,6629,0.65,0.43,0.97,0.65,0.001,1
active_human,890,133,130,2.41,0.92,0.07,0.26,0.0937,0
lurker_human,481,84,211,0.09,0.57,0.1,0.09,0.0143,0
active_human,243,173,244,1.43,0.95,0.02,0.16,0.1035,0
spambot,7,58,1818,43.35,0.44,0.95,0.79,0.0002,1
lurker_human,215,114,198,0.07,0.64,0.01,0.27,0.0442,0
follow_bot,20,138,5258,0.48,0.52,0.88,0.44,0.0,1
active_human,197,225,160,1.58,0.9,0.15,0.27,0.1164,0
active_human,410,594,568,1.94,0.83,0.37,0.11,0.0865,0
creator_human,1551,5587,1136,4.28,0.94,0.07,0.24,0.0731,0
active_human,643,208,256,1.2,0.96,0.04,0.26,0.0568,0
spambot,39,52,2435,35.45,0.16,0.89,0.88,0.003,1
creator_human,2124,18015,429,1.89,1.0,0.22,0.33,0.1402,0
active_human,551,269,339,0.62,0.85,0.13,0.21,0.0705,0
creator_human,2137,27750,820,1.21,0.88,0.14,0.17,0.0499,0
compromised_bot,1719,411,7977,23.12,0.8,0.85,0.8,0.0055,1
lurker_human,781,55,369,0.11,0.64,0.02,0.17,0.0348,0
active_human,846,214,256,0.61,0.67,0.1,0.13,0.087,0
creator_human,1247,34321,1140,4.05,0.92,0.09,0.18,0.0469,0
spambot,8,48,5508,41.93,0.24,0.73,0.83,0.0025,1
follow_bot,51,56,5580,1.44,0.56,0.93,0.71,0.0006,1
creator_human,1166,10990,573,1.56,0.86,0.17,0.25,0.1001,0
active_human,506,394,442,0.37,0.97,0.1,0.34,0.0535,0
lurker_human,479,87,182,0.03,0.6,0.01,0.26,0.0203,0
spambot,2,44,7402,16.32,0.29,0.94,0.78,0.0001,1
follow_bot,41,47,8089,0.22,0.24,0.94,0.62,0.0006,1
lurker_human,418,20,192,0.07,0.65,0.05,0.27,0.0175,0
active_human,478,169,208,1.27,0.82,0.02,0.27,0.0669,0
active_human,396,322,441,2.07,0.84,0.09,0.21,0.0575,0
lurker_human,257,53,308,0.08,0.46,0.1,0.28,0.0333,0
creator_human,1449,82966,903,2.27,0.92,0.12,0.27,0.1002,0
active_human,341,47,91,0.26,0.88,0.05,0.16,0.0677,0
lurker_human,410,44,271,0.08,0.58,0.1,0.24,0.0368,0
active_human,157,137,166,1.41,0.93,0.03,0.15,0.0206,0
active_human,310,821,971,2.49,0.97,0.05,0.22,0.0525,0
lurker_human,322,133,324,0.06,0.54,0.11,0.22,0.0262,0
active_human,167,92,118,0.92,0.86,0.29,0.12,0.0319,0
lurker_human,595,79,247,0.04,0.74,0.1,0.12,0.0154,0
active_human,343,131,192,0.86,0.83,0.15,0.14,0.0626,0
compromised_bot,2099,1305,4431,43.48,0.57,0.77,0.84,0.0019,1
compromised_bot,2151,236,6591,39.33,0.77,0.66,0.72,0.0024,1
follow_bot,39,100,5074,1.0,0.2,0.85,0.47,0.0005,1
active_human,762,24,67,1.72,0.83,0.01,0.29,0.1078,0
active_human,365,104,86,1.89,0.89,0.04,0.38,0.0474,0
active_human,389,75,104,1.16,0.88,0.05,0.22,0.024,0
active_human,283,188,292,1.62,0.7,0.07,0.24,0.114,0
active_human,506,413,415,1.87,0.64,0.27,0.28,0.0457,0
active_human,471,160,178,1.64,0.91,0.01,0.3,0.0664,0
creator_human,1033,36010,616,2.1,0.93,0.15,0.24,0.092,0
active_human,614,242,242,0.66,0.58,0.01,0.4,0.0546,0
follow_bot,30,24,6951,1.28,0.48,0.86,0.48,0.0017,1
lurker_human,432,129,303,0.11,0.63,0.07,0.14,0.0251,0
lurker_human,544,147,334,0.12,0.54,0.06,0.27,0.0113,0
follow_bot,57,133,5406,0.56,0.44,0.95,0.46,0.0011,1
lurker_human,597,98,335,0.02,0.68,0.08,0.23,0.0246,0
spambot,5,69,2484,54.97,0.4,0.93,0.88,0.0019,1
creator_human,2121,10646,122,3.14,0.96,0.2,0.17,0.0566,0
compromised_bot,1405,489,5179,30.42,0.75,0.9,0.72,0.0056,1
active_human,633,316,354,2.21,0.75,0.14,0.15,0.0424,0
lurker_human,621,119,191,0.01,0.46,0.09,0.15,0.0502,0
lurker_human,753,91,101,0.08,0.61,0.02,0.14,0.0549,0
follow_bot,33,182,3713,0.92,0.24,0.89,0.47,0.0004,1
active_human,318,606,749,1.38,0.86,0.02,0.16,0.0208,0
active_human,579,183,261,0.64,0.93,0.01,0.27,0.1025,0
creator_human,1767,7606,995,3.68,0.94,0.14,0.15,0.0976,0
spambot,2,77,3630,49.53,0.28,0.95,0.85,0.0015,1
creator_human,2352,7013,928,3.64,0.85,0.09,0.32,0.1075,0
active_human,847,172,266,1.72,0.97,0.15,0.22,0.0244,0
lurker_human,860,40,398,0.14,0.6,0.05,0.23,0.027,0
active_human,425,110,107,1.54,0.8,0.06,0.28,0.0668,0
active_human,402,336,343,2.17,0.89,0.17,0.29,0.0859,0
spambot,7,74,2837,19.28,0.14,0.75,0.95,0.0028,1
active_human,625,271,279,0.53,0.64,0.31,0.34,0.1109,0
lurker_human,771,33,386,0.15,0.41,0.02,0.17,0.0269,0
spambot,16,60,7467,44.43,0.31,0.86,0.77,0.0012,1
compromised_bot,2040,305,6725,29.06,0.79,0.74,0.63,0.0027,1
creator_human,680,3396,878,1.52,0.88,0.19,0.27,0.1436,0
active_human,483,275,320,0.43,0.84,0.14,0.32,0.042,0
creator_human,1070,19240,639,2.09,1.0,0.15,0.34,0.052,0
active_human,561,304,277,2.09,0.83,0.16,0.28,0.0298,0
lurker_human,225,88,171,0.09,0.56,0.05,0.06,0.0578,0
lurker_human,287,68,317,0.14,0.69,0.03,0.12,0.043,0
creator_human,1111,34137,821,3.44,0.96,0.2,0.2,0.0484,0
compromised_bot,2172,855,5247,44.2,0.66,0.67,0.69,0.004,1
creator_human,1799,988,938,2.06,0.92,0.13,0.28,0.1303,0
spambot,10,11,2523,31.11,0.15,0.79,0.86,0.0013,1
spambot,42,69,2564,52.58,0.41,0.7,0.83,0.0004,1
active_human,1632,172,155,1.7,0.94,0.13,0.16,0.079,0
creator_human,1410,7002,514,3.62,1.0,0.07,0.31,0.0448,0
active_human,973,537,547,1.18,0.77,0.04,0.25,0.0304,0
active_human,436,592,866,1.5,0.78,0.27,0.14,0.1147,0
active_human,454,96,164,1.11,0.57,0.23,0.13,0.0282,0
lurker_human,274,84,61,0.01,0.65,0.03,0.23,0.0104,0
active_human,874,313,324,1.06,0.82,0.05,0.11,0.0497,0
active_human,374,158,230,2.41,0.8,0.03,0.18,0.0604,0
compromised_bot,2434,787,6929,18.06,0.73,0.89,0.86,0.0049,1
lurker_human,232,57,276,0.13,0.69,0.05,0.22,0.0514,0
active_human,677,1108,1348,0.96,0.82,0.09,0.34,0.0527,0
follow_bot,5,146,5189,0.96,0.56,0.91,0.5,0.0011,1
lurker_human,157,37,230,0.11,0.62,0.05,0.29,0.0273,0
creator_human,1383,26140,495,1.0,0.98,0.2,0.26,0.1185,0
active_human,389,249,246,0.24,0.7,0.1,0.23,0.0549,0
follow_bot,30,137,6087,0.39,0.42,0.95,0.66,0.0007,1
spambot,5,6,4026,15.01,0.44,0.82,0.83,0.0019,1
follow_bot,36,39,6777,0.77,0.51,0.88,0.54,0.0001,1
spambot,21,71,3583,41.91,0.36,0.78,0.9,0.0029,1
spambot,2,69,4092,18.63,0.34,0.88,0.96,0.0015,1
spambot,4,63,7252,53.1,0.11,0.85,0.98,0.0007,1
active_human,797,481,644,1.65,0.87,0.04,0.27,0.0273,0
lurker_human,128,142,200,0.1,0.54,0.11,0.28,0.0232,0
active_human,250,38,56,1.65,0.92,0.07,0.23,0.0609,0
follow_bot,48,154,6356,1.25,0.49,1.0,0.4,0.0018,1
creator_human,1387,63491,435,3.35,0.97,0.06,0.33,0.1197,0
lurker_human,466,87,188,0.05,0.6,0.03,0.11,0.0488,0
active_human,1092,543,615,1.77,0.9,0.02,0.25,0.1001,0
active_human,236,41,63,1.97,0.78,0.07,0.1,0.0307,0
creator_human,938,21062,1156,4.17,0.96,0.06,0.32,0.0364,0
spambot,18,77,5649,23.27,0.3,0.85,0.76,0.0019,1
active_human,88,169,213,2.19,0.6,0.17,0.22,0.1061,0
compromised_bot,2045,501,4782,37.79,0.57,0.83,0.8,0.0059,1
creator_human,737,27665,533,3.2,0.96,0.24,0.23,0.1147,0
follow_bot,34,196,6476,0.29,0.3,0.95,0.69,0.001,1
compromised_bot,890,1369,5119,11.62,0.56,0.85,0.64,0.0019,1
active_human,581,255,169,1.56,0.78,0.06,0.38,0.1186,0
follow_bot,36,25,3552,0.77,0.32,0.88,0.67,0.0001,1
spambot,1,71,1503,38.41,0.33,0.9,0.83,0.001,1
lurker_human,536,74,214,0.1,0.53,0.04,0.13,0.0423,0
lurker_human,1447,123,182,0.08,0.49,0.04,0.11,0.0373,0
active_human,396,69,86,2.0,0.78,0.07,0.24,0.1042,0
active_human,682,278,391,0.95,0.67,0.07,0.39,0.039,0
active_human,547,620,539,1.35,0.98,0.05,0.16,0.1022,0
spambot,7,75,2616,27.25,0.23,0.98,0.78,0.0002,1
lurker_human,245,67,312,0.02,0.44,0.05,0.19,0.0405,0
active_human,550,385,310,0.34,0.87,0.11,0.35,0.0742,0
follow_bot,12,192,6201,0.94,0.45,0.96,0.73,0.0013,1
compromised_bot,2173,519,4802,41.01,0.69,0.79,0.81,0.0032,1
follow_bot,15,170,7338,0.18,0.26,0.98,0.44,0.0005,1
active_human,197,525,374,1.43,0.95,0.06,0.24,0.0842,0
active_human,395,430,336,1.31,0.9,0.21,0.38,0.0913,0
active_human,353,317,328,1.7,0.54,0.15,0.27,0.0345,0
active_human,440,731,532,2.38,0.83,0.18,0.15,0.0792,0
lurker_human,116,22,206,0.15,0.47,0.08,0.18,0.0548,0
spambot,21,37,4433,37.68,0.12,0.95,0.89,0.002,1
lurker_human,348,84,292,0.12,0.46,0.05,0.07,0.051,0
active_human,222,59,111,0.72,0.87,0.11,0.18,0.0927,0
lurker_human,1165,25,350,0.06,0.67,0.04,0.29,0.03,0
spambot,16,33,1912,39.19,0.38,0.71,0.82,0.0019,1
lurker_human,917,120,323,0.11,0.46,0.08,0.16,0.0482,0
active_human,368,72,94,0.67,0.91,0.01,0.22,0.0331,0
follow_bot,16,164,3036,0.33,0.59,0.99,0.46,0.0005,1
follow_bot,27,66,8928,0.62,0.53,0.95,0.47,0.0006,1
active_human,229,250,218,2.26,0.85,0.1,0.16,0.1105,0
spambot,41,61,4490,26.07,0.17,0.76,0.86,0.0026,1
active_human,713,77,82,0.67,0.58,0.13,0.27,0.053,0
active_human,238,171,155,1.21,0.95,0.19,0.21,0.027,0
active_human,375,117,184,2.32,0.8,0.05,0.18,0.1109,0
follow_bot,43,66,4983,0.59,0.58,0.97,0.41,0.0012,1
active_human,550,161,154,1.96,0.78,0.11,0.19,0.1061,0
follow_bot,9,107,6406,0.11,0.24,0.87,0.66,0.0004,1
creator_human,1599,9820,716,4.49,0.89,0.18,0.33,0.1379,0
active_human,620,137,163,1.57,0.98,0.29,0.12,0.0781,0
active_human,1270,332,460,0.74,0.72,0.08,0.25,0.0288,0
active_human,357,644,777,0.38,0.47,0.05,0.24,0.1171,0
lurker_human,1654,142,375,0.14,0.47,0.04,0.18,0.0421,0
active_human,598,550,725,2.14,0.83,0.11,0.38,0.096,0
spambot,22,78,6158,16.11,0.19,0.97,0.82,0.0023,1
lurker_human,714,81,230,0.1,0.48,0.02,0.24,0.0134,0
spambot,13,74,4471,42.64,0.28,0.76,0.75,0.0021,1
compromised_bot,2097,1411,5876,12.52,0.69,0.68,0.87,0.0017,1
active_human,739,535,710,0.64,0.92,0.1,0.26,0.1165,0
creator_human,1392,129133,738,2.17,0.96,0.1,0.22,0.1,0
creator_human,1941,37642,903,2.75,0.98,0.08,0.24,0.1142,0
active_human,405,192,165,2.48,0.73,0.08,0.38,0.0913,0
compromised_bot,1886,1337,5920,11.34,0.5,0.81,0.9,0.0041,1
active_human,444,51,64,2.49,0.63,0.1,0.17,0.0336,0
active_human,278,460,396,0.56,0.8,0.22,0.32,0.0219,0
follow_bot,38,39,6758,0.89,0.37,0.89,0.58,0.0006,1
active_human,408,1653,2130,0.55,0.68,0.1,0.28,0.0339,0
active_human,552,435,616,1.67,0.98,0.14,0.26,0.0968,0
lurker_human,181,63,288,0.05,0.47,0.02,0.14,0.055,0
lurker_human,433,136,136,0.13,0.42,0.05,0.27,0.0305,0
active_human,182,414,501,1.98,0.72,0.15,0.1,0.0521,0
compromised_bot,969,823,7688,23.91,0.73,0.88,0.71,0.0051,1
active_human,795,371,520,1.33,0.92,0.21,0.39,0.0968,0
active_human,764,61,79,0.38,0.89,0.07,0.26,0.1008,0
active_human,877,309,422,2.1,0.77,0.27,0.32,0.0285,0
spambot,5,23,6340,62.43,0.43,0.74,0.76,0.0023,1
spambot,3,21,1718,15.77,0.32,0.93,0.9,0.0002,1
compromised_bot,1015,1447,4387,42.85,0.69,0.92,0.68,0.0033,1
follow_bot,42,83,6881,0.64,0.36,0.96,0.66,0.0,1
spambot,20,46,2381,44.34,0.34,0.92,0.77,0.0022,1
lurker_human,615,146,51,0.05,0.44,0.04,0.16,0.0347,0
active_human,364,123,169,2.19,0.92,0.0,0.15,0.029,0
active_human,661,163,160,0.85,0.87,0.12,0.32,0.0479,0
compromised_bot,1930,1125,6304,44.48,0.57,0.87,0.65,0.0058,1
compromised_bot,954,932,3536,18.45,0.72,0.87,0.63,0.0028,1
active_human,497,195,229,1.58,0.97,0.05,0.35,0.0514,0
active_human,555,614,506,1.88,0.74,0.05,0.32,0.094,0
active_human,652,270,386,1.36,0.92,0.05,0.27,0.0908,0
lurker_human,455,30,53,0.03,0.63,0.1,0.08,0.0133,0
lurker_human,278,144,97,0.15,0.7,0.08,0.25,0.0107,0
active_human,325,477,421,2.15,0.79,0.4,0.1,0.0605,0
active_human,379,56,87,0.55,0.97,0.18,0.19,0.0556,0
compromised_bot,1506,1253,4992,35.76,0.52,0.68,0.74,0.0054,1
active_human,627,65,92,1.88,0.92,0.04,0.24,0.0284,0
active_human,523,252,187,1.46,0.85,0.21,0.22,0.0713,0
lurker_human,992,101,249,0.08,0.56,0.1,0.24,0.0311,0
compromised_bot,2360,382,5611,11.29,0.79,0.88,0.81,0.0025,1
spambot,7,64,3188,24.98,0.18,0.97,0.87,0.0013,1
active_human,416,560,420,0.71,0.87,0.03,0.17,0.0994,0
compromised_bot,809,478,7511,17.73,0.58,0.87,0.89,0.0059,1
lurker_human,534,126,342,0.04,0.71,0.1,0.23,0.0429,0
lurker_human,597,141,171,0.05,0.45,0.11,0.15,0.0187,0
creator_human,1387,15286,932,4.24,0.94,0.18,0.2,0.0629,0
lurker_human,314,47,193,0.14,0.54,0.02,0.19,0.0413,0
compromised_bot,863,1411,6765,24.86,0.59,0.94,0.61,0.0049,1
active_human,306,156,118,1.6,0.7,0.05,0.18,0.0308,0
lurker_human,580,38,142,0.06,0.6,0.02,0.26,0.036,0
active_human,1063,287,205,0.36,0.65,0.17,0.14,0.0793,0
creator_human,821,4219,456,4.45,0.93,0.09,0.27,0.0423,0
follow_bot,16,142,4478,0.17,0.39,0.93,0.77,0.0009,1
creator_human,820,18075,1018,2.52,0.91,0.1,0.29,0.0307,0
lurker_human,203,103,224,0.01,0.73,0.06,0.22,0.0527,0
active_human,946,269,290,1.36,0.81,0.19,0.34,0.0564,0
active_human,419,482,540,1.99,0.73,0.31,0.35,0.0682,0
spambot,12,27,3227,59.44,0.44,0.8,0.83,0.0009,1
spambot,20,71,5677,19.42,0.33,0.78,0.77,0.0012,1
follow_bot,37,80,6957,0.57,0.56,0.86,0.48,0.0005,1
active_human,762,304,291,1.74,0.91,0.02,0.11,0.1055,0
active_human,339,2057,2762,1.08,0.89,0.18,0.1,0.044,0
lurker_human,831,106,76,0.15,0.56,0.12,0.08,0.0523,0
active_human,323,619,748,0.35,0.83,0.3,0.14,0.0828,0
active_human,225,202,157,2.13,0.94,0.01,0.38,0.0861,0
lurker_human,802,101,235,0.12,0.72,0.11,0.14,0.0295,0
follow_bot,44,171,8614,0.55,0.54,0.96,0.58,0.0014,1
spambot,13,20,6929,63.53,0.15,0.83,0.83,0.0028,1
active_human,504,71,87,1.58,0.85,0.03,0.39,0.0755,0
active_human,647,89,136,0.39,0.62,0.14,0.24,0.1057,0
active_human,281,37,74,1.33,0.95,0.1,0.13,0.0668,0
spambot,3,75,2843,19.63,0.18,0.92,0.96,0.0,1
active_human,389,92,149,0.53,0.72,0.15,0.24,0.1176,0
active_human,646,47,49,1.2,0.9,0.16,0.31,0.1068,0
follow_bot,22,149,5550,0.83,0.55,0.98,0.68,0.0009,1
active_human,1246,421,417,0.74,0.7,0.21,0.16,0.0335,0
lurker_human,507,39,97,0.1,0.63,0.1,0.06,0.0497,0
active_human,248,105,97,1.58,0.9,0.1,0.36,0.0879,0
compromised_bot,1858,1462,6136,18.35,0.58,0.74,0.8,0.0012,1
follow_bot,51,55,8078,0.26,0.52,0.92,0.57,0.0009,1
lurker_human,1614,43,349,0.04,0.74,0.04,0.21,0.0514,0
active_human,612,35,64,0.44,0.94,0.17,0.3,0.097,0
spambot,20,39,7326,45.44,0.31,0.95,0.85,0.0002,1
lurker_human,314,101,317,0.03,0.67,0.09,0.11,0.0376,0
spambot,1,37,3191,57.25,0.38,0.74,0.86,0.0009,1
lurker_human,508,66,133,0.04,0.73,0.02,0.06,0.0294,0
active_human,2203,100,150,0.96,0.82,0.15,0.16,0.1111,0
active_human,203,44,108,0.58,0.84,0.17,0.23,0.0902,0
spambot,9,47,5790,57.06,0.16,0.85,0.92,0.0019,1
creator_human,1983,9697,1050,3.44,0.94,0.23,0.28,0.0809,0
follow_bot,16,155,4994,0.23,0.24,0.9,0.69,0.0018,1
follow_bot,48,183,4553,0.37,0.58,0.98,0.45,0.0013,1
lurker_human,843,46,283,0.14,0.72,0.05,0.25,0.0349,0
compromised_bot,2354,935,4568,29.23,0.69,0.79,0.75,0.0072,1
active_human,498,675,544,0.65,0.94,0.0,0.25,0.0626,0
active_human,663,249,288,0.29,0.86,0.06,0.1,0.1096,0
spambot,6,64,1920,17.72,0.42,0.88,0.79,0.002,1
compromised_bot,1352,454,6024,38.5,0.76,0.68,0.88,0.0072,1
creator_human,654,13997,1019,3.27,0.99,0.21,0.31,0.0732,0
creator_human,1590,25369,661,4.3,0.98,0.06,0.23,0.1403,0
lurker_human,603,49,116,0.1,0.73,0.03,0.28,0.0195,0
follow_bot,33,70,5768,0.89,0.34,0.88,0.56,0.0003,1
spambot,3,28,5809,43.02,0.43,0.72,0.97,0.0006,1
follow_bot,41,34,4329,0.31,0.41,0.97,0.67,0.0016,1
spambot,2,16,5812,23.82,0.11,0.79,0.85,0.002,1
follow_bot,45,99,4553,1.45,0.32,0.86,0.59,0.0001,1
active_human,137,127,195,1.68,0.61,0.03,0.35,0.0321,0
active_human,472,273,382,1.19,0.86,0.21,0.38,0.0612,0
spambot,24,37,5059,59.41,0.24,0.77,0.77,0.002,1
active_human,686,496,382,1.89,0.71,0.06,0.28,0.1161,0
creator_human,1770,6315,1177,4.13,0.98,0.23,0.24,0.0846,0
follow_bot,24,139,3873,0.15,0.48,0.93,0.7,0.0016,1
compromised_bot,1375,709,5455,29.19,0.55,0.68,0.8,0.0061,1
follow_bot,20,124,5935,0.66,0.23,0.92,0.51,0.0007,1
active_human,138,220,307,0.6,0.79,0.04,0.35,0.1179,0
spambot,27,72,4264,56.42,0.23,0.8,0.76,0.0005,1
active_human,307,162,172,0.86,0.88,0.01,0.4,0.0485,0
follow_bot,9,20,7943,0.28,0.21,0.85,0.6,0.0015,1
creator_human,911,4980,888,3.34,0.91,0.1,0.26,0.0335,0
active_human,580,91,146,2.1,0.58,0.03,0.13,0.0595,0
lurker_human,675,25,203,0.13,0.42,0.06,0.15,0.0599,0
lurker_human,264,52,338,0.05,0.63,0.06,0.11,0.0559,0
compromised_bot,1278,365,5570,29.7,0.68,0.68,0.89,0.0034,1
active_human,888,99,145,1.27,0.79,0.23,0.15,0.0654,0
follow_bot,29,63,4094,1.34,0.3,0.96,0.62,0.0005,1
active_human,695,497,354,1.47,0.94,0.17,0.29,0.0804,0
lurker_human,649,44,138,0.05,0.54,0.08,0.29,0.0296,0
active_human,407,157,151,0.41,0.89,0.17,0.14,0.0998,0
compromised_bot,2075,1212,5816,39.44,0.78,0.7,0.71,0.0056,1
active_human,417,131,188,2.01,0.93,0.17,0.16,0.072,0
compromised_bot,1691,744,6933,13.9,0.81,0.93,0.65,0.0072,1
lurker_human,751,25,116,0.13,0.69,0.01,0.15,0.0428,0
follow_bot,50,195,6133,1.28,0.3,0.88,0.59,0.0019,1
spambot,9,46,7161,40.47,0.15,0.73,0.98,0.0015,1
compromised_bot,1985,805,4964,36.87,0.56,0.65,0.63,0.0043,1
active_human,565,327,445,2.07,0.68,0.01,0.1,0.0806,0
active_human,924,583,784,2.17,0.89,0.2,0.28,0.0205,0
active_human,382,133,110,1.83,0.96,0.06,0.26,0.1025,0
lurker_human,838,84,308,0.1,0.53,0.11,0.28,0.0412,0
active_human,459,247,293,0.41,0.63,0.1,0.1,0.107,0
active_human,521,138,120,0.24,0.9,0.1,0.22,0.0517,0
active_human,729,74,111,1.48,0.89,0.04,0.19,0.0535,0
lurker_human,575,134,369,0.08,0.57,0.11,0.18,0.049,0
active_human,906,68,131,0.87,0.87,0.18,0.14,0.0973,0
compromised_bot,1305,203,7154,18.87,0.81,0.75,0.76,0.0012,1
creator_human,1490,74451,199,4.46,0.98,0.12,0.33,0.1206,0
spambot,1,17,2567,17.93,0.2,0.93,0.86,0.0018,1
follow_bot,18,124,8466,0.77,0.42,0.99,0.41,0.002,1
compromised_bot,2439,746,7821,20.42,0.64,0.73,0.65,0.0035,1
active_human,413,480,450,1.96,0.82,0.08,0.27,0.0882,0
compromised_bot,1021,1433,4959,39.64,0.8,0.89,0.61,0.0056,1
active_human,435,416,485,0.65,0.79,0.06,0.14,0.0939,0
active_human,1194,357,471,1.02,0.85,0.19,0.13,0.0411,0
active_human,338,191,174,0.3,0.9,0.23,0.23,0.0781,0
active_human,402,1665,1688,0.71,0.97,0.01,0.28,0.0419,0
creator_human,1578,22507,1063,3.78,0.88,0.09,0.22,0.0477,0
active_human,388,78,110,0.58,0.73,0.01,0.25,0.0203,0
spambot,23,46,5560,45.13,0.2,0.88,0.78,0.0008,1
active_human,607,296,329,1.75,0.57,0.07,0.39,0.0505,0
follow_bot,13,50,3832,0.94,0.46,0.96,0.51,0.001,1
active_human,572,170,269,1.96,0.65,0.2,0.29,0.1047,0
spambot,131,47,4943,63.07,0.22,0.87,0.98,0.0006,1
follow_bot,38,40,6176,1.25,0.31,0.91,0.7,0.0002,1
follow_bot,32,74,6595,0.43,0.56,0.85,0.4,0.002,1
active_human,1141,755,565,0.29,0.88,0.07,0.29,0.0668,0
spambot,3,29,2443,57.87,0.36,0.86,0.88,0.0028,1
spambot,8,77,5112,24.82,0.43,0.89,0.98,0.0009,1
active_human,401,438,602,2.49,0.9,0.12,0.13,0.0364,0
creator_human,1587,14349,170,3.95,0.97,0.2,0.24,0.0767,0
active_human,395,137,153,0.3,0.67,0.23,0.34,0.0401,0
follow_bot,28,30,7235,0.49,0.49,0.91,0.51,0.0008,1
compromised_bot,2143,919,5476,14.54,0.82,0.76,0.68,0.0059,1
active_human,618,101,129,1.91,0.89,0.05,0.14,0.1044,0
active_human,239,306,282,2.46,0.8,0.01,0.26,0.0987,0
active_human,117,347,516,0.22,1.0,0.11,0.3,0.041,0
creator_human,1506,14557,224,1.99,0.87,0.14,0.33,0.0607,0
active_human,475,274,369,2.29,0.88,0.05,0.16,0.0431,0
active_human,336,228,279,0.48,0.76,0.07,0.29,0.0788,0
lurker_human,862,47,60,0.05,0.74,0.02,0.09,0.0339,0
active_human,856,426,409,2.5,0.91,0.29,0.13,0.0358,0
spambot,1,77,6574,55.56,0.11,0.7,0.92,0.0009,1
active_human,1133,235,198,1.51,0.81,0.04,0.26,0.0262,0
spambot,24,79,5993,26.97,0.37,0.83,0.76,0.0005,1
compromised_bot,1843,1477,6756,11.79,0.55,0.83,0.79,0.0037,1
active_human,459,79,83,0.56,0.75,0.04,0.22,0.061,0
follow_bot,6,34,6002,0.11,0.33,0.86,0.45,0.0005,1
active_human,421,144,173,2.22,0.6,0.0,0.31,0.081,0
compromised_bot,1974,1153,4404,44.71,0.83,0.82,0.69,0.0011,1
follow_bot,13,166,4699,1.2,0.54,0.89,0.73,0.0008,1
lurker_human,730,21,189,0.12,0.71,0.06,0.09,0.0244,0
active_human,248,115,166,0.51,0.9,0.01,0.13,0.0739,0
active_human,2168,79,80,0.26,0.72,0.11,0.15,0.0316,0
active_human,661,311,346,0.69,0.85,0.08,0.2,0.0224,0
active_human,395,598,432,1.53,0.7,0.07,0.34,0.0238,0
active_human,430,618,894,1.16,0.7,0.03,0.2,0.0328,0
spambot,11,44,5712,47.67,0.16,0.88,0.77,0.0012,1
creator_human,1765,15024,210,2.77,0.93,0.19,0.33,0.1023,0
compromised_bot,1492,1402,6300,28.68,0.52,0.65,0.63,0.0061,1
active_human,1061,152,140,1.84,0.76,0.09,0.14,0.0887,0
follow_bot,27,167,7878,0.3,0.24,0.95,0.63,0.0009,1
lurker_human,1114,28,212,0.04,0.54,0.04,0.05,0.0296,0
spambot,8,33,6409,52.15,0.35,0.81,0.76,0.0026,1
creator_human,731,87081,459,2.35,0.96,0.09,0.29,0.0515,0
spambot,35,42,6005,38.02,0.22,0.84,0.98,0.0012,1
creator_human,1266,53881,1002,2.04,1.0,0.15,0.23,0.0503,0
active_human,633,1045,909,0.28,0.72,0.02,0.26,0.1059,0
spambot,51,23,4181,38.07,0.32,0.83,0.85,0.001,1
follow_bot,36,120,5908,0.8,0.27,0.91,0.67,0.0018,1
active_human,1072,1773,1670,0.9,0.77,0.13,0.21,0.0906,0
lurker_human,241,107,384,0.09,0.6,0.09,0.18,0.0208,0
active_human,1425,49,60,2.27,0.88,0.1,0.31,0.0671,0
active_human,957,142,209,1.27,0.6,0.06,0.33,0.0683,0
active_human,338,1143,978,1.85,0.78,0.04,0.18,0.1093,0
lurker_human,500,85,69,0.02,0.69,0.1,0.28,0.0159,0
creator_human,1003,3448,221,1.4,0.9,0.06,0.25,0.0656,0
creator_human,645,10185,834,3.22,0.85,0.25,0.28,0.0549,0
follow_bot,29,171,7436,0.14,0.58,0.86,0.66,0.0007,1
active_human,425,497,445,1.49,0.8,0.07,0.4,0.1037,0
follow_bot,23,149,6392,0.36,0.26,0.94,0.47,0.001,1
creator_human,949,6537,158,2.26,0.95,0.18,0.19,0.0457,0
lurker_human,373,48,366,0.05,0.73,0.05,0.2,0.0105,0
follow_bot,12,133,3216,1.35,0.39,0.96,0.6,0.0009,1
lurker_human,1056,123,112,0.03,0.67,0.03,0.05,0.0238,0
active_human,342,186,180,1.28,0.92,0.15,0.32,0.0536,0
